title,magnitude,date_time,Community Determined Intensity,alert,tsunami,TUSNAMI,Significance score,net,dmin,magType,depth,latitude,longitude,location,continent,country
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,2011-04-07 14:32:00,8,,No,0,1114,us,0,mww,42,38.276,141.588,"Ishinomaki, Japan",Asia,Japan
"M 6.6 - 7 km SW of Helio GarcÃ­a Alfaro, Mexico",6.6,2011-04-07 13:11:00,7,,No,0,897,us,0,mww,166.2,17.208,-94.338,"Helio GarcÃ­a Alfaro, Mexico",North America,Mexico
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,2011-03-24 13:55:00,7,,No,0,1154,us,0,mww,8,20.687,99.822,"Tachilek, Myanmar",Asia,Thailand
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,2011-03-11 11:36:00,6,,No,0,673,us,0,ms,25.7,39.241,142.463,"?tsuchi, Japan",Asia,Japan
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,2011-03-11 08:19:00,0,,No,0,650,us,0,mb,6.8,36.166,141.562,"Hasaki, Japan",Asia,Japan
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,2011-03-11 06:25:00,7,,No,0,931,us,0,mwc,18.6,38.058,144.59,"Kamaishi, Japan",Asia,Japan
"M 7.9 - 47 km E of ?arai, Japan",7.9,2011-03-11 06:15:00,8,,No,0,1140,us,0,mwc,42.6,36.281,141.111,"?arai, Japan",Asia,Japan
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,2011-03-11 05:46:00,9,,No,0,2184,official,0,mww,29,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",Asia,Japan
"M 7.3 - 120 km SE of ?funato, Japan",7.3,2011-03-09 02:45:00,5,,No,0,972,us,0,mww,32,38.435,142.842,"?funato, Japan",Asia,Japan
"M 6.7 - 38 km W of ConstituciÃ³n, Chile",6.7,2011-02-14 03:40:00,5,,No,0,731,us,0,mww,21,-35.38,-72.834,"ConstituciÃ³n, Chile",South America,Chile
"M 6.9 - 21 km N of TomÃ©, Chile",6.9,2011-02-11 20:05:00,7,,No,0,988,us,0,mww,26,-36.422,-72.96,"TomÃ©, Chile",South America,Chile
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,2011-01-18 20:23:00,7,,No,0,1449,us,0,mww,68,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7,2011-01-13 16:16:00,2,,No,0,755,us,0,mww,9,-20.628,168.471,"Tadine, New Caledonia",Oceania,New Caledonia
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,2011-01-02 20:20:00,8,,No,0,1054,us,0,mww,24,-38.355,-73.326,"Carahue, Chile",South America,Chile
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,2010-12-25 13:16:00,0,,No,0,820,us,0,mwc,16,-19.702,167.947,"Isangel, Vanuatu",Oceania,Vanuatu
"M 6.7 - 111 km SE of Bam, Iran",6.7,2010-12-20 18:41:00,3,,No,0,708,us,0,mwc,12,28.412,59.18,"Bam, Iran",Asia,"Iran, Islamic Republic of"
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,2010-12-02 03:12:00,0,,No,0,670,us,0,mwb,33,-6.001,149.977,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,2010-10-25 14:42:00,4,,No,0,946,us,0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,2010-10-21 17:53:00,5,,No,0,776,us,0,mwc,13,24.696,-109.156,"El Huitusi, Mexico",North America,Mexico
"M 7.0 - Near the south coast of Papua, Indonesia",7,2010-09-29 17:11:00,8,,No,0,772,us,0,mwc,26,-4.963,133.76,"Papua, Indonesia",Asia,Indonesia
"M 7.0 - 19 km NE of Methven, New Zealand",7,2010-09-03 16:35:00,8,,No,0,1245,us,0,mwc,12,-43.522,171.83,"Methven, New Zealand",Oceania,New Zealand
M 7.1 - Ecuador,7.1,2010-08-12 11:54:00,6,,No,0,945,us,0,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,2010-08-10 05:23:00,7,,No,0,850,us,0,mwc,25,-17.541,168.069,"Port-Vila, Vanuatu",Oceania,Vanuatu
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7,2010-08-04 22:01:00,4,,No,0,757,us,0,mww,44,-5.746,150.765,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,2010-08-04 07:15:00,5,,No,0,659,us,0,mwc,220,-5.486,146.822,"Madang, Papua New Guinea",Oceania,Papua New Guinea
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,2010-07-23 22:51:00,5,,No,0,902,us,0,mwc,578,6.497,123.48,"Bantogon, Philippines",Asia,Philippines
"M 7.3 - New Britain region, Papua New Guinea",7.3,2010-07-18 13:34:00,8,,No,0,831,us,0,mwc,35,-5.931,150.59,"New Britain region, Papua New Guinea",Oceania,Papua New Guinea
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,2010-07-18 13:04:00,4,,No,0,737,us,0,mwc,28,-5.966,150.428,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 30 km SSE of CaÃ±ete, Chile",6.6,2010-07-14 08:32:00,6,,No,0,753,us,0,mwc,22,-38.067,-73.31,"CaÃ±ete, Chile",South America,Chile
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,2010-06-26 05:30:00,5,,No,0,696,us,0,mwc,35,-10.627,161.447,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,2010-06-16 03:58:00,0,,No,0,670,us,0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",Asia,Indonesia
"M 7.0 - 121 km SSE of Biak, Indonesia",7,2010-06-16 03:16:00,3,,No,0,755,us,0,mwc,18,-2.174,136.543,"Biak, Indonesia",Asia,Indonesia
"M 7.5 - Nicobar Islands, India region",7.5,2010-06-12 19:26:00,6,,No,0,1144,us,0,mwc,35,7.881,91.936,"Nicobar Islands, India region",Asia,India
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,2010-05-27 17:14:00,5,,No,0,804,us,0,mwc,31,-13.698,166.643,"Sola, Vanuatu",Oceania,Vanuatu
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,2010-05-09 05:59:00,5,,No,0,918,us,0,mwc,38,3.748,96.018,"Meulaboh, Indonesia",Asia,Indonesia
"M 6.9 - 233 km NNW of Qamdo, China",6.9,2010-04-13 23:49:00,6,,No,0,773,us,0,mwc,17,33.165,96.548,"Qamdo, China",Asia,China
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,2010-04-11 09:40:00,4,,No,0,740,us,0,mwc,21,-10.878,161.116,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,2010-04-06 22:15:00,0,,No,0,936,us,0,mwc,31,2.383,97.048,"Sinabang, Indonesia",Asia,Indonesia
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,2010-04-04 22:40:00,9,red,No,0,2910,ci,0.5137,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,2010-03-30 16:54:00,5,,No,0,701,us,0,mwc,34,13.667,92.831,"Bamboo Flat, India",Asia,India
"M 6.7 - 52 km NNW of TomÃ©, Chile",6.7,2010-03-16 02:21:00,5,,No,0,856,us,0,mwc,18,-36.217,-73.257,"TomÃ©, Chile",South America,Chile
"M 6.5 - 59 km ENE of Namie, Japan",6.5,2010-03-14 08:08:00,6,,No,0,810,us,0,mwc,32,37.745,141.59,"Namie, Japan",Asia,Japan
"M 7.0 - 52 km NW of Santa Cruz, Chile",7,2010-03-11 14:55:00,7,,No,0,874,us,0,mwc,18,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,2010-03-11 14:39:00,7,,No,0,1280,us,0,mwc,11,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,2010-03-05 16:07:00,4,,No,0,717,us,0,mwc,26,-3.762,100.991,"Bengkulu, Indonesia",Asia,Indonesia
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,2010-03-05 11:47:00,7,,No,0,736,us,0,mwb,18,-36.665,-73.374,"Talcahuano, Chile",South America,Chile
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,2010-03-04 14:02:00,0,,No,0,650,us,0,mwb,176,-13.571,167.227,"Sola, Vanuatu",Oceania,Vanuatu
"M 7.4 - 124 km W of Lebu, Chile",7.4,2010-02-27 08:01:00,0,,No,0,842,us,0,mwc,35,-37.773,-75.048,"Lebu, Chile",South America,Chile
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,2010-02-27 06:34:00,8,,No,0,1991,official,0,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7,2010-02-26 20:31:00,6,,No,0,1180,us,0,mwc,25,25.93,128.425,"Katsuren-haebaru, Japan",Asia,Japan
"M 7.0 - 10 km SE of LÃ©ogÃ¢ne, Haiti",7,2010-01-12 21:53:00,9,,No,0,1623,us,0,mwc,13,18.443,-72.571,"LÃ©ogÃ¢ne, Haiti",North America,Haiti
"M 6.5 - 37 km WNW of Ferndale, California",6.5,2010-01-10 00:27:00,7,,No,0,1360,nc,0.3225,mw,28.737,40.652,-124.692,"Ferndale, California",North America,United States
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,2010-01-05 12:15:00,3,,No,0,713,us,0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",Oceania,Solomon Islands
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,2010-01-03 22:36:00,5,,No,0,780,us,0,mwc,10,-8.783,157.354,"Gizo, Solomon Islands",Oceania,Solomon Islands
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,2010-01-03 21:48:00,5,,No,0,672,us,0,mwc,10,-8.726,157.487,"Gizo, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - 92 km N of Iquique, Chile",6.5,2009-11-13 03:05:00,6,,No,0,698,us,0,mwc,27,-19.394,-70.321,"Iquique, Chile",South America,Chile
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,2009-11-09 10:44:00,0,,No,0,820,us,0,mwc,595,-17.239,178.331,"Ba, Fiji",Oceania,Fiji
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,2009-11-08 19:41:00,7,,No,0,677,us,0,mwc,18,-8.207,118.631,"Bima, Indonesia",Asia,Indonesia
"M 6.8 - 98 km NNE of Naze, Japan",6.8,2009-10-30 07:03:00,0,,No,0,711,us,0,mwc,34,29.218,129.782,"Naze, Japan",Asia,Japan
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,2009-10-24 14:40:00,4,,No,0,972,us,0,mwc,130,-6.133,130.385,"Tual, Indonesia",Asia,Indonesia
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,2009-10-08 08:28:00,0,,No,0,711,us,0,mwc,35,-13.298,165.91,"Sola, Vanuatu",Oceania,Vanuatu
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,2009-10-07 23:13:00,0,,No,0,842,us,0,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",Oceania,Vanuatu
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,2009-10-07 22:18:00,0,,No,0,936,us,0,mwc,35,-12.517,166.382,"Sola, Vanuatu",Oceania,Vanuatu
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,2009-10-07 22:03:00,4,,No,0,916,us,0,mww,45,-13.006,166.51,"Sola, Vanuatu",Oceania,Vanuatu
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,2009-10-01 01:52:00,7,,No,0,787,us,0,mwc,9,-2.482,101.524,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,2009-09-30 10:16:00,8,,No,0,1639,us,0,mwc,81,-0.72,99.867,"Pariaman, Indonesia",Asia,Indonesia
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,2009-09-29 17:48:00,7,,No,0,1055,us,0,mwc,18,-15.489,-172.095,"Matavai, Samoa",Oceania,Samoa
"M 7.0 - 66 km SSW of Banjar, Indonesia",7,2009-09-02 07:55:00,7,,No,0,1175,us,0,mwc,46,-7.782,107.297,"Banjar, Indonesia",Asia,Indonesia
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,2009-08-16 07:38:00,5,,No,0,753,us,0,mwc,20,-1.479,99.49,"Padang, Indonesia",Asia,Indonesia
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,2009-08-12 22:48:00,4,,No,0,703,us,0,mwc,53,32.821,140.395,"Tateyama, Japan",Asia,Japan
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,2009-08-10 19:55:00,7,,No,0,1248,us,0,mwc,24,14.099,92.902,"Bamboo Flat, India",Asia,India
"M 7.1 - 161 km S of ?yama, Japan",7.1,2009-08-09 10:55:00,5,,No,0,1005,us,0,mwc,292,33.167,137.944,"?yama, Japan",Asia,Japan
"M 6.9 - 96 km WNW of BahÃ­a de Kino, Mexico",6.9,2009-08-03 17:59:00,5,,No,0,1202,us,0,mwc,10,29.039,-112.903,"BahÃ­a de Kino, Mexico",North America,Mexico
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,2009-07-15 09:22:00,6,,No,0,1165,us,0,mwc,12,-45.762,166.562,"Te Anau, New Zealand",Oceania,New Zealand
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,2009-06-23 14:19:00,5,,No,0,693,us,0,mwc,64,-5.157,153.782,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,2009-05-28 08:24:00,7,,No,0,1560,us,0,mwc,19,16.731,-86.217,"Guanaja, Honduras",North America,Honduras
"M 7.6 - 191 km S of â€˜Ohonua, Tonga",7.6,2009-03-19 18:17:00,7,,No,0,916,us,0,mwc,31,-23.043,-174.66,"â€˜Ohonua, Tonga",Oceania,Tonga
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,2009-02-11 17:34:00,3,,No,0,802,us,0,mwc,20,3.886,126.387,"Sarangani, Philippines",Asia,Indonesia
"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,2009-01-03 22:33:00,7,,No,0,846,us,0,mwc,23,-0.691,133.305,"Manokwari, Indonesia",Asia,Indonesia
"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,2009-01-03 20:23:00,5,,No,0,765,us,0,mwc,204.8,36.419,70.743,"Jurm, Afghanistan",Asia,Afghanistan
"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,2009-01-03 19:43:00,5,,No,0,918,us,0,mwc,17,-0.414,132.885,"Manokwari, Indonesia",Asia,Indonesia
"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,2008-11-16 17:02:00,9,,No,0,848,us,0,mww,30,1.271,122.091,"Gorontalo, Indonesia",Asia,Indonesia
"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,2008-10-16 19:41:00,5,,No,0,731,us,0,mwc,24,14.423,-92.364,"Brisas Barra de Suchiate, Mexico",North America,Mexico
"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,2008-10-05 15:52:00,0,,No,0,691,us,0,mwc,27.4,39.533,73.824,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan
"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,2008-09-11 00:20:00,0,,No,0,711,us,0,mwc,25,41.892,143.754,"Obihiro, Japan",Asia,Japan
"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,2008-09-11 00:00:00,0,,No,0,670,us,0,mwc,96,1.885,127.363,"Tobelo, Indonesia",Asia,Indonesia
"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,2008-09-08 18:52:00,0,,No,0,732,us,0,mwc,110,-13.501,166.967,"Sola, Vanuatu",Oceania,Vanuatu
"M 6.7 - 221 km NE of Jumla, Nepal",6.7,2008-08-25 13:21:00,4,,No,0,692,us,0,mwc,12,30.901,83.52,"Jumla, Nepal",Asia,China
"M 6.8 - 29 km ENE of Morioka, Japan",6.8,2008-07-23 15:26:00,8,,No,0,1046,us,0,mwc,108,39.802,141.464,"Morioka, Japan",Asia,Japan
"M 7.0 - 107 km E of Namie, Japan",7,2008-07-19 02:39:00,5,,No,0,840,us,0,mwc,22,37.552,142.214,"Namie, Japan",Asia,Japan
"M 6.9 - 151 km E of Namie, Japan",6.9,2008-07-19 02:39:00,5,,No,0,825,duputel,0,mww,25.5,37.55,142.714,"Namie, Japan",Asia,Japan
"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,2008-06-27 11:40:00,4,,No,0,680,us,0,mwc,17,11.005,91.824,"Bamboo Flat, India",Asia,India
"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,2008-06-13 23:43:00,7,,No,0,888,us,0,mwc,7.8,39.03,140.881,"Mizusawa, Japan",Asia,Japan
"M 7.9 - 58 km W of Tianpeng, China",7.9,2008-05-12 06:28:00,9,,No,0,1870,us,0,mwc,19,31.002,103.322,"Tianpeng, China",Asia,China
"M 6.9 - 78 km NE of Hasaki, Japan",6.9,2008-05-07 16:45:00,5,,No,0,910,us,0,mwc,27,36.164,141.526,"Hasaki, Japan",Asia,Japan
"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,2008-04-09 12:46:00,0,,No,0,820,us,0,mwc,33,-20.071,168.892,"Isangel, Vanuatu",Oceania,Vanuatu
"M 7.2 - 226 km SE of Hotan, China",7.2,2008-03-20 22:32:00,0,,No,0,798,us,0,mwc,10,35.49,81.467,"Hotan, China",Asia,China
M 6.9 - Philippine Islands region,6.9,2008-03-03 14:11:00,4,,No,0,740,us,0,mwc,24,13.351,125.63,Philippine Islands region,Asia,Philippines
"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,2008-02-25 21:02:00,5,,No,0,696,us,0,mwc,25,-2.245,99.808,"Padang, Indonesia",Asia,Indonesia
"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,2008-02-25 18:06:00,4,,No,0,674,us,0,mwc,25,-2.332,99.891,"Padang, Indonesia",Asia,Indonesia
"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,2008-02-25 08:36:00,4,,No,0,832,us,0,mwc,25,-2.486,99.972,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,2008-02-24 14:46:00,4,,No,0,654,us,0,mwc,22,-2.405,99.931,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,2008-02-20 08:08:00,5,,No,0,914,us,0,mwc,26,2.768,95.964,"Sinabang, Indonesia",Asia,Indonesia
"M 6.5 - 50 km S of KorÃ³ni, Greece",6.5,2008-02-14 12:08:00,8,,No,0,692,us,0,mwc,28,36.345,21.863,"KorÃ³ni, Greece",Europe,Greece
"M 6.9 - 35 km S of MethÃ³ni, Greece",6.9,2008-02-14 10:09:00,6,,No,0,941,us,0,mwc,29,36.501,21.67,"MethÃ³ni, Greece",Europe,Greece
"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,2008-02-12 12:50:00,7,,No,0,723,us,0,mwc,83,16.357,-94.304,"General Pascual Fentes, Mexico",North America,Mexico
"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,2007-12-20 07:55:00,7,,No,0,808,us,0,mwc,20,-39.011,178.291,"Gisborne, New Zealand",Oceania,New Zealand
"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,2007-12-16 08:09:00,5,,No,0,704,us,0,mwb,45,-22.954,-70.182,Ant,South America,Chile
"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,2007-11-29 19:00:00,7,,No,0,1542,us,0,mwb,156,14.944,-61.274,"Basse-Pointe, Martinique",North America,Martinique
"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,2007-11-27 11:49:00,3,,No,0,672,us,0,mwc,16,-10.95,162.149,"Kirakira, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - 34 km N of Dompu, Indonesia",6.5,2007-11-25 19:53:00,5,,No,0,653,us,0,mwc,18,-8.224,118.467,"Dompu, Indonesia",Asia,Indonesia
"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,2007-11-25 16:02:00,7,,No,0,657,us,0,mwc,20,-8.292,118.37,"Dompu, Indonesia",Asia,Indonesia
"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,2007-11-22 08:48:00,6,,No,0,722,us,0,mwc,53,-5.757,147.098,"Lae, Papua New Guinea",Oceania,Papua New Guinea
"M 6.8 - 30 km E of Macas, Ecuador",6.8,2007-11-16 03:13:00,7,,No,0,790,us,0,mwc,122.9,-2.312,-77.838,"Macas, Ecuador",South America,Ecuador
"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,2007-11-15 15:05:00,6,,No,0,716,us,0,mwc,26,-22.925,-70.237,Ant,South America,Chile
"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,2007-11-14 15:40:00,8,,No,0,995,us,0,mwc,40,-22.247,-69.89,"Tocopilla, Chile",South America,Chile
"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,2007-10-24 21:02:00,3,,No,0,713,us,0,mwc,21,-3.899,101.02,"Bengkulu, Indonesia",Asia,Indonesia
"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,2007-10-15 12:29:00,4,,No,0,744,us,0,mwc,18,-44.796,167.553,"Te Anau, New Zealand",Oceania,New Zealand
"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,2007-09-26 12:36:00,4,,No,0,713,us,0,mwc,40,-4.99,153.5,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,2007-09-20 08:31:00,3,,No,0,696,us,0,mwc,30,-1.999,100.141,"Padang, Indonesia",Asia,Indonesia
"M 7.0 - 153 km SSW of Padang, Indonesia",7,2007-09-13 03:35:00,4,,No,0,768,us,0,mwc,22,-2.13,99.627,"Padang, Indonesia",Asia,Indonesia
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,2007-09-13 02:30:00,0,,No,0,650,us,0,mwc,28.9,-1.689,99.668,"Kepulauan Mentawai region, Indonesia",Asia,Indonesia
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,2007-09-12 23:49:00,8,,No,0,1133,us,0,mwc,35,-2.625,100.841,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,2007-09-12 23:49:00,7,,No,0,1152,duputel,0,mww,40.5,-2.52,100.139,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,2007-09-12 11:10:00,0,,No,0,1086,official,0,mww,34,-4.438,101.367,"Bengkulu, Indonesia",Asia,Indonesia
"M 6.8 - 39 km WNW of TimbiquÃ­, Colombia",6.8,2007-09-10 01:49:00,5,,No,0,747,us,0,mwc,15,2.966,-77.963,"TimbiquÃ­, Colombia",South America,Colombia
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,2007-09-02 01:05:00,0,,No,0,798,us,0,mwc,35,-11.61,165.762,"Lata, Solomon Islands",Oceania,Solomon Islands
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,2007-08-16 08:39:00,5,,No,0,675,us,0,mwc,15,-9.834,159.465,"Malango, Solomon Islands",Oceania,Solomon Islands
"M 8.0 - 41 km SW of San Vicente de CaÃ±ete, Peru",8,2007-08-15 23:40:00,9,,No,0,1385,us,0,mwc,39,-13.386,-76.603,"San Vicente de CaÃ±ete, Peru",South America,Peru
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,2007-08-08 17:05:00,0,,No,0,865,us,0,mwc,280,-5.859,107.419,"Rengasdengklok, Indonesia",Asia,Indonesia
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,2007-08-01 17:08:00,7,,No,0,803,us,0,mwb,120,-15.595,167.68,"Luganville, Vanuatu",Oceania,Vanuatu
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,2007-07-26 05:40:00,3,,No,0,734,us,0,mwb,25,2.872,127.464,"Tobelo, Indonesia",Asia,Indonesia
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,2007-07-16 14:17:00,5,,No,0,779,us,0,mwb,350.4,36.808,134.85,"Mikuni, Japan",Asia,Japan
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,2007-07-16 01:13:00,8,,No,0,831,us,0,mwc,12,37.535,138.446,"Kashiwazaki, Japan",Asia,Japan
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,2007-06-13 19:29:00,6,,No,0,972,us,0,mwc,23,13.554,-90.618,"Iztapa, Guatemala",North America,Guatemala
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,2007-04-01 21:11:00,0,,No,0,732,us,0,mwc,10,-7.306,155.741,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,2007-04-01 20:47:00,0,,No,0,670,us,0,mb,10,-7.169,155.777,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,2007-04-01 20:39:00,9,,No,0,1025,us,0,mwc,24,-8.466,157.043,"Gizo, Solomon Islands",Oceania,Solomon Islands
"M 6.7 - 46 km NW of Nanao, Japan",6.7,2007-03-25 00:41:00,7,,No,0,782,us,0,mwc,8,37.336,136.588,"Nanao, Japan",Asia,Japan
"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,2007-03-25 00:40:00,3,,No,0,779,us,0,mwb,34,-20.617,169.357,"Isangel, Vanuatu",Oceania,Vanuatu
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,2007-02-20 08:04:00,0,,No,0,691,us,0,mwc,12,-1.034,126.976,S,Asia,Indonesia
"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,2007-01-21 11:27:00,6,,No,0,874,us,0,mwc,22,1.065,126.282,"Ternate, Indonesia",Asia,Indonesia
M 8.1 - east of the Kuril Islands,8.1,2007-01-13 04:23:00,4,,No,0,1034,us,0,mwc,10,46.243,154.524,the Kuril Islands,Europe,Russian Federation
"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,2006-12-26 12:34:00,6,,No,0,798,us,0,mwc,10,21.974,120.493,"Hengchun, Taiwan",Asia,"Taiwan, Province of China"
"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,2006-12-26 12:26:00,8,,No,0,1023,us,0,mwb,10,21.799,120.547,"Hengchun, Taiwan",Asia,"Taiwan, Province of China"
M 8.3 - Kuril Islands,8.3,2006-11-15 11:14:00,4,,No,0,1064,us,0,mwc,10,46.592,153.266,Kuril Islands,Europe,Russian Federation
"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,2006-11-07 17:38:00,0,,No,0,670,us,0,mwc,11,-6.482,151.195,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
